7.361563827315805719e-01,5.761748039646191061e-02,5.227529514189916959e-01,4.480546600129515222e-01,4.358113304594665727e-01,4.983520274295069608e-01,3.648940681163384547e-01,4.980904449033252690e-01,3.725161565799082752e-01
6.916072492896517820e-01,1.768250570818110101e-01,1.833542663640712056e-01,6.258164145232784914e-02,7.466983263332241938e-01,4.512884698540244321e-01,9.384736787666603242e-01,4.095391106770256973e-01,2.065957114960645380e-01
6.897856938824171724e-01,1.563074913682595546e-01,5.647634427591580186e-01,3.309799174803114696e-01,7.537978921551977685e-01,1.418094700762733210e-02,4.833321827034820634e-03,1.944135624017932495e-01,9.864280679339189062e-01
5.937615897614183513e-01,7.126069475085863303e-01,6.312491187154338490e-02,8.193173025987169344e-01,9.630813466769208020e-01,2.260276886090571424e-01,5.970924542725539741e-01,4.281546326378076750e-01,5.818372748313545006e-01
9.906926468158624433e-01,1.479099313742408550e-01,6.344577265584454284e-02,8.621913775054966811e-01,1.883098602279020262e-01,7.297445440253417237e-01,4.175549891737828090e-01,4.275523067816660444e-02,8.608091723279191754e-02
8.088936066625892485e-01,8.027057856281006876e-01,2.473146333663527388e-02,4.315008316221971563e-01,1.778075969192523531e-01,1.285259632400144736e-01,9.014184381135742496e-01,8.912964304288718553e-01,2.666860980491458366e-01
8.385579331317435381e-01,6.673961901051999046e-01,8.698487648780670600e-01,1.373463825674440808e-01,4.681972948647398769e-01,2.965460987415747263e-01,2.411588968864481486e-01,4.599812684906806060e-01,3.812549698507567419e-01
3.499506229527753892e-02,7.791647558068871549e-01,1.858771778144571729e-01,9.533746157544426003e-01,8.450234575241099000e-01,8.245637351743979604e-01,3.515625735464083385e-02,7.471332418935388020e-01,3.056604342590716894e-01
4.783170198036282295e-01,7.408998266529147336e-02,5.076987922258292540e-01,2.534475077930705145e-01,3.094283152477376730e-01,4.845597415145300180e-01,8.922373071694870150e-01,6.000925831329433358e-01,4.174665912373108356e-01
7.882160912115669937e-01,7.498250447846295241e-01,6.682576910591461194e-01,6.687638805625615301e-01,5.967245293060241540e-01,5.963297506475462306e-01,8.985923957142482044e-01,2.043120842279179672e-01,6.296118560370866923e-01
6.186242314015171634e-02,9.704919530122984028e-01,2.241510506926074897e-01,7.696944233081819409e-01,6.870659395340068532e-01,2.984501614920140322e-01,2.873741901965422563e-01,9.802652032266816473e-01,2.089554630338402164e-01
8.941682217481573547e-01,1.255416489291208415e-01,7.902171416667231885e-01,3.568974283603728037e-01,7.885385914350754311e-01,4.878358419134786739e-01,7.931353188064014237e-01,1.368301048080379778e-01,7.067430014580049491e-01
4.697120213974957381e-01,1.419403884590859088e-01,1.952653475662604055e-01,1.902838305255872275e-01,4.558087540410054456e-02,5.349222802248208009e-01,5.247467991311312030e-01,1.939226823364230134e-01,2.222907635750250299e-01
1.981916314488122999e-01,1.092421468860745176e-01,8.944693773473655352e-01,3.301509681305012101e-01,2.222814283524547976e-02,3.521904845644611703e-01,6.346236907065989641e-01,8.652028164466911420e-02,2.527605480468722576e-01
9.576396830490656598e-01,3.966423966626868997e-02,5.437885072055042429e-02,3.142237925731425352e-01,6.631981878386660201e-01,9.196259481798841895e-01,5.037924215561868646e-01,7.159814828376367402e-01,1.095689764720631371e-01
5.947085576354048664e-01,2.897678100365319032e-01,5.762014355687183897e-01,2.207925656828487182e-01,8.438286648958934766e-01,7.155093797556071333e-01,5.416432082902713496e-01,4.633662437692195879e-01,1.822624056954505467e-01
2.575401253658201051e-01,4.073464829090553407e-01,8.370363906186611969e-01,9.828467663918679653e-01,6.514651187878756078e-01,8.781478338470007916e-01,5.438164419410001366e-02,3.944844204608540239e-01,2.441333302050867696e-02
